Alias	UniprotID	PFAM_domain	E-value_domain	Domain_description	Target_name	From_coordinate	To_coordinate	E-value_full_sequence	c-Evalue_domain	i-Evalue_domain	Description	Target_uniprot
NtdR_YhjM|O07567	O07567	LacI	1.3e-18	Bacterial regulatory proteins, lacI family	AAT84034.1	12	55	2.6e-16	3.8e-18	7.8e-16	 -	Q6A5C9
NtdR_YhjM|O07567	O07567	Peripla_BP_3	3e-35	Periplasmic binding protein-like domain	AAT81777.1	78	78	2.1e-35	0.96	180.0	 -	Q6ABQ1
NtdR_YhjM|O07567	O07567	Peripla_BP_3	3e-35	Periplasmic binding protein-like domain	AAT81777.1	171	328	2.1e-35	1.4e-37	2.6e-35	 -	Q6ABQ1
NtdR_YhjM|O07567	O07567	LacI	1.3e-18	Bacterial regulatory proteins, lacI family	AAT81777.1	6	51	4.8e-17	4e-19	8.4e-17	 -	Q6ABQ1
NtdR_YhjM|O07567	O07567	LacI	1.3e-18	Bacterial regulatory proteins, lacI family	AAT81777.1	109	122	4.8e-17	6.1	1300.0	 -	Q6ABQ1
NtdR_YhjM|O07567	O07567	Peripla_BP_3	3e-35	Periplasmic binding protein-like domain	AAT83205.1	174	332	2e-36	1.8e-38	3.5e-36	 -	Q6A7R0
NtdR_YhjM|O07567	O07567	LacI	1.3e-18	Bacterial regulatory proteins, lacI family	AAT83205.1	5	50	1.3e-15	1.1e-17	2.3e-15	 -	Q6A7R0
NtdR_YhjM|O07567	O07567	Peripla_BP_3	3e-35	Periplasmic binding protein-like domain	AAT82358.1	56	115	8.499999999999999e-31	1.0	200.0	 -	Q6AA58
NtdR_YhjM|O07567	O07567	Peripla_BP_3	3e-35	Periplasmic binding protein-like domain	AAT82358.1	173	329	8.499999999999999e-31	9.999999999999999e-33	1.9e-30	 -	Q6AA58
NtdR_YhjM|O07567	O07567	LacI	1.3e-18	Bacterial regulatory proteins, lacI family	AAT82358.1	6	51	8.2e-18	8e-20	1.7e-17	 -	Q6AA58
NtdR_YhjM|O07567	O07567	Peripla_BP_3	3e-35	Periplasmic binding protein-like domain	AAT81848.1	23	44	4.2000000000000005e-33	0.52	100.0	 -	Q6ABK7
NtdR_YhjM|O07567	O07567	Peripla_BP_3	3e-35	Periplasmic binding protein-like domain	AAT81848.1	105	155	4.2000000000000005e-33	0.28	53.0	 -	Q6ABK7
NtdR_YhjM|O07567	O07567	Peripla_BP_3	3e-35	Periplasmic binding protein-like domain	AAT81848.1	209	367	4.2000000000000005e-33	2.2e-35	4.2000000000000005e-33	 -	Q6ABK7
NtdR_YhjM|O07567	O07567	LacI	1.3e-18	Bacterial regulatory proteins, lacI family	AAT81848.1	35	78	5.6e-16	6.9e-18	1.4e-15	 -	Q6ABK7
Nur|Q9K4F8	Q9K4F8	FUR	2.4e-24	Ferric uptake regulator family	AAT82701.1	5	121	4.4e-31	1.9e-34	4.4e-31	 -	Q6A965
Nur|Q9K4F8	Q9K4F8	FUR	2.4e-24	Ferric uptake regulator family	AAT82701.1	124	132	4.4e-31	0.45	1000.0	 -	Q6A965
OccR|P0A4T4	P0A4T4	HTH_1	9.5e-15	Bacterial regulatory helix-turn-helix protein, ...	AAT83707.1	3	62	1.9e-20	3.6e-23	4.2e-20	 -	Q6A6A6
OccR|P0A4T4	P0A4T4	LysR_substrate	1.2e-28	LysR substrate binding domain	AAT83707.1	92	293	1.5e-42	2.1e-45	2.4e-42	 -	Q6A6A6
OpaR|Q79YV4	Q79YV4	TetR_N	1.8e-09	Bacterial regulatory proteins, tetR family	AAT82786.1	24	70	1.1e-09	1.4e-11	2.7e-09	 -	Q6A8Y0
OpaR|Q79YV4	Q79YV4	TetR_N	1.8e-09	Bacterial regulatory proteins, tetR family	AAT82954.1	17	62	2.7e-12	4.8e-14	9.3e-12	 -	Q6A8G1
OpaR|Q79YV4	Q79YV4	TetR_N	1.8e-09	Bacterial regulatory proteins, tetR family	AAT82954.1	129	143	2.7e-12	1.6	300.0	 -	Q6A8G1
OpaR|Q79YV4	Q79YV4	TetR_N	1.8e-09	Bacterial regulatory proteins, tetR family	AAT83787.1	23	57	1.3e-08	1.4e-10	2.6e-08	 -	Q6A626
OpaR|Q79YV4	Q79YV4	TetR_N	1.8e-09	Bacterial regulatory proteins, tetR family	AAT83157.1	25	69	1.3e-10	1e-12	1.9e-10	 -	Q6A7V8
OpaR|Q79YV4	Q79YV4	TetR_N	1.8e-09	Bacterial regulatory proteins, tetR family	AAT82282.1	27	71	1.5e-18	1.5e-20	2.8e-18	 -	Q6AAD4
OpaR|Q79YV4	Q79YV4	TetR_N	1.8e-09	Bacterial regulatory proteins, tetR family	AAT82586.1	13	55	8.5e-15	8.1e-17	1.6e-14	 -	Q6A9I0
OpaR|Q79YV4	Q79YV4	TetR_N	1.8e-09	Bacterial regulatory proteins, tetR family	AAT82391.1	16	62	7e-07	7.3e-09	1.4e-06	 -	Q6AA25
OpaR|Q79YV4	Q79YV4	TetR_N	1.8e-09	Bacterial regulatory proteins, tetR family	AAT81830.1	84	124	1.7e-13	1.9e-15	3.6e-13	 -	Q6ABN5
OpaR|Q79YV4	Q79YV4	TetR_N	1.8e-09	Bacterial regulatory proteins, tetR family	AAT82922.1	25	71	7.3e-13	5.3e-15	1e-12	 -	Q6A8J3
OpaR|Q79YV4	Q79YV4	TetR_N	1.8e-09	Bacterial regulatory proteins, tetR family	AAT82922.1	192	201	7.3e-13	5.3	1000.0	 -	Q6A8J3
OpaR|Q79YV4	Q79YV4	TetR_N	1.8e-09	Bacterial regulatory proteins, tetR family	AAT83962.1	25	69	6.3e-09	9.1e-11	1.7e-08	 -	Q6A5K1
OpaR|Q79YV4	Q79YV4	TetR_N	1.8e-09	Bacterial regulatory proteins, tetR family	AAT82597.1	2	24	0.00095	1.3e-05	0.0025	 -	Q6A9G9
OpaR|Q79YV4	Q79YV4	TetR_N	1.8e-09	Bacterial regulatory proteins, tetR family	AAT82597.1	38	43	0.00095	2.0	380.0	 -	Q6A9G9
OpaR|Q79YV4	Q79YV4	TetR_N	1.8e-09	Bacterial regulatory proteins, tetR family	AAT84034.1	8	32	0.00045	5e-06	0.00097	 -	Q6A5C9
OphR|A4ZXZ2	A4ZXZ2	IclR	1.3e-27	Bacterial transcriptional regulator	AAT83921.1	46	60	3.4e-14	0.59	680.0	 -	Q6A5P2
OphR|A4ZXZ2	A4ZXZ2	IclR	1.3e-27	Bacterial transcriptional regulator	AAT83921.1	127	249	3.4e-14	7.2e-17	8.3e-14	 -	Q6A5P2
OphR|A4ZXZ2	A4ZXZ2	HTH_IclR	2.4e-13	IclR helix-turn-helix domain	AAT83921.1	12	58	3.4e-12	8.7e-14	9.5e-12	 -	Q6A5P2
OphR|A4ZXZ2	A4ZXZ2	HTH_IclR	4900.0	IclR helix-turn-helix domain	AAT83921.1	12	58	3.4e-12	8.7e-14	9.5e-12	 -	Q6A5P2
OphR|A4ZXZ2	A4ZXZ2	MarR_2	3100.0	MarR family	AAT83921.1	11	56	3.3e-06	9.5e-08	8.8e-06	 -	Q6A5P2
OryR|Q5H3E9	Q5H3E9	GerE	5.3e-17	Bacterial regulatory proteins, luxR family	AAT82167.1	145	200	6.9e-13	2.7e-15	1e-12	 -	Q6AAP9
OryR|Q5H3E9	Q5H3E9	GerE	5.3e-17	Bacterial regulatory proteins, luxR family	AAT82700.1	157	209	7.5e-13	3.5e-15	1.3e-12	 -	Q6A966
OryR|Q5H3E9	Q5H3E9	GerE	5.3e-17	Bacterial regulatory proteins, luxR family	AAT82679.1	149	204	2.9e-18	1.2e-20	4.7e-18	 -	Q6A987
OryR|Q5H3E9	Q5H3E9	GerE	5.3e-17	Bacterial regulatory proteins, luxR family	AAT83742.1	159	213	4.5e-19	1.8e-21	6.7e-19	 -	Q6A671
OryR|Q5H3E9	Q5H3E9	GerE	5.3e-17	Bacterial regulatory proteins, luxR family	AAT81814.1	156	212	2.6e-18	1e-20	3.9e-18	 -	Q6ABR9
OryR|Q5H3E9	Q5H3E9	GerE	5.3e-17	Bacterial regulatory proteins, luxR family	AAT82047.1	155	209	3.6e-18	1.4e-20	5.5e-18	 -	Q6AB19
PA1607|Q9I3B4	Q9I3B4	HxlR	3.2e-19	HxlR-like helix-turn-helix	AAT82334.1	107	170	0.00013	9.4e-08	0.00022	 -	Q6AA82
PA2206|Q9I1R1	Q9I1R1	LysR_substrate	2.3e-40	LysR substrate binding domain	AAT83707.1	92	293	1.5e-42	2.1e-45	2.4e-42	 -	Q6A6A6
PA2206|Q9I1R1	Q9I1R1	HTH_1	3.4e-17	Bacterial regulatory helix-turn-helix protein, ...	AAT83707.1	3	62	1.9e-20	3.6e-23	4.2e-20	 -	Q6A6A6
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT82775.1	43	83	4e-05	9.7e-07	8.9e-05	 -	Q6A8Z1
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT83897.1	7	33	0.00012	5.3e-06	0.00049	 -	Q6A5R6
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT82432.1	28	60	1.3e-06	3.4e-08	3.1e-06	 -	Q6A9Y4
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT83775.1	32	82	2.2e-06	9.3e-08	8.5e-06	 -	Q6A638
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT83775.1	127	142	2.2e-06	8.1	750.0	 -	Q6A638
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT83775.1	285	297	2.2e-06	5.0	460.0	 -	Q6A638
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT82969.1	17	63	1.3e-07	2.4e-09	2.2e-07	 -	Q6A8E6
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT81851.1	25	67	5.1e-05	1.4e-06	0.00013	 -	Q6ABN1
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT81851.1	89	101	5.1e-05	8.8	810.0	 -	Q6ABN1
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT83370.1	66	125	3.1e-13	7.1e-15	6.5e-13	 -	Q6A795
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT82259.1	1	40	6.2e-06	2.7e-07	2.5e-05	 -	Q6AAF7
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT82259.1	60	67	6.2e-06	4.0	370.0	 -	Q6AAF7
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT81844.1	23	68	1.1e-09	3.2e-11	3e-09	 -	Q6ABP0
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT83921.1	11	56	3.3e-06	9.5e-08	8.8e-06	 -	Q6A5P2
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT82281.1	44	54	2.2e-15	2.4	220.0	 -	Q6AAD5
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT82281.1	64	124	2.2e-15	1.1e-16	1e-14	 -	Q6AAD5
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT83674.1	24	66	0.00049	1.4e-05	0.0013	 -	Q6A6D9
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT83674.1	351	372	0.00049	3.4	310.0	 -	Q6A6D9
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT82978.1	37	79	2.6e-07	6.6e-09	6.1e-07	 -	Q6A8D7
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT82237.1	21	60	7.5e-09	1.9e-10	1.7e-08	 -	Q6AAH9
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT82633.1	27	83	6.4e-11	1.1e-12	1e-10	 -	Q6A9D3
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT83295.1	32	75	1.2e-09	3.7e-11	3.4e-09	 -	Q6A7H0
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT83295.1	113	126	1.2e-09	7.9	730.0	 -	Q6A7H0
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT83295.1	156	168	1.2e-09	6.2	570.0	 -	Q6A7H0
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT82334.1	97	156	6.6e-09	1.5e-10	1.4e-08	 -	Q6AA82
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT82207.1	50	77	4.1e-05	1.2e-06	0.00011	 -	Q6AAK9
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT82965.1	86	123	2.8e-06	1.4e-07	1.3e-05	 -	Q6A8F0
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT82965.1	155	168	2.8e-06	3.1	280.0	 -	Q6A8F0
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT81984.1	180	217	4.7e-05	1.7e-06	0.00016	 -	Q6AB82
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT82149.1	16	59	1.2e-07	4.9e-09	4.5e-07	 -	Q6AAR7
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT82149.1	173	183	1.2e-07	9.2	850.0	 -	Q6AAR7
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT83958.1	54	113	1.6e-10	3.3e-12	3e-10	 -	Q6A5K5
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT84012.1	21	52	0.0001	2.7e-06	0.00024	 -	Q6A5F1
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT83955.1	48	105	3e-12	9e-14	8.3e-12	 -	Q6A5K8
PA3341|Q9HYQ4	Q9HYQ4	MarR_2	1.4e-12	MarR family	AAT82634.1	22	54	6.6e-06	2e-07	1.8e-05	 -	Q6A9D2
PaaR|Q5SJN5	Q5SJN5	TetR_N	1.1e-13	Bacterial regulatory proteins, tetR family	AAT82786.1	24	70	1.1e-09	1.4e-11	2.7e-09	 -	Q6A8Y0
PaaR|Q5SJN5	Q5SJN5	TetR_N	1.1e-13	Bacterial regulatory proteins, tetR family	AAT82954.1	17	62	2.7e-12	4.8e-14	9.3e-12	 -	Q6A8G1
PaaR|Q5SJN5	Q5SJN5	TetR_N	1.1e-13	Bacterial regulatory proteins, tetR family	AAT82954.1	129	143	2.7e-12	1.6	300.0	 -	Q6A8G1
PaaR|Q5SJN5	Q5SJN5	TetR_N	1.1e-13	Bacterial regulatory proteins, tetR family	AAT83787.1	23	57	1.3e-08	1.4e-10	2.6e-08	 -	Q6A626
PaaR|Q5SJN5	Q5SJN5	TetR_N	1.1e-13	Bacterial regulatory proteins, tetR family	AAT83157.1	25	69	1.3e-10	1e-12	1.9e-10	 -	Q6A7V8
PaaR|Q5SJN5	Q5SJN5	TetR_N	1.1e-13	Bacterial regulatory proteins, tetR family	AAT82282.1	27	71	1.5e-18	1.5e-20	2.8e-18	 -	Q6AAD4
PaaR|Q5SJN5	Q5SJN5	TetR_N	1.1e-13	Bacterial regulatory proteins, tetR family	AAT82586.1	13	55	8.5e-15	8.1e-17	1.6e-14	 -	Q6A9I0
PaaR|Q5SJN5	Q5SJN5	TetR_N	1.1e-13	Bacterial regulatory proteins, tetR family	AAT82391.1	16	62	7e-07	7.3e-09	1.4e-06	 -	Q6AA25
PaaR|Q5SJN5	Q5SJN5	TetR_N	1.1e-13	Bacterial regulatory proteins, tetR family	AAT81830.1	84	124	1.7e-13	1.9e-15	3.6e-13	 -	Q6ABN5
PaaR|Q5SJN5	Q5SJN5	TetR_N	1.1e-13	Bacterial regulatory proteins, tetR family	AAT82922.1	25	71	7.3e-13	5.3e-15	1e-12	 -	Q6A8J3
PaaR|Q5SJN5	Q5SJN5	TetR_N	1.1e-13	Bacterial regulatory proteins, tetR family	AAT82922.1	192	201	7.3e-13	5.3	1000.0	 -	Q6A8J3
PaaR|Q5SJN5	Q5SJN5	TetR_N	1.1e-13	Bacterial regulatory proteins, tetR family	AAT83962.1	25	69	6.3e-09	9.1e-11	1.7e-08	 -	Q6A5K1
PaaR|Q5SJN5	Q5SJN5	TetR_N	1.1e-13	Bacterial regulatory proteins, tetR family	AAT82597.1	2	24	0.00095	1.3e-05	0.0025	 -	Q6A9G9
PaaR|Q5SJN5	Q5SJN5	TetR_N	1.1e-13	Bacterial regulatory proteins, tetR family	AAT82597.1	38	43	0.00095	2.0	380.0	 -	Q6A9G9
PaaR|Q5SJN5	Q5SJN5	TetR_N	1.1e-13	Bacterial regulatory proteins, tetR family	AAT84034.1	8	32	0.00045	5e-06	0.00097	 -	Q6A5C9
PaaX|P76086	P76086	PaaX	4.5e-29	PaaX-like protein	AAT82978.1	10	22	8.9e-05	0.45	520.0	 -	Q6A8D7
PaaX|P76086	P76086	PaaX	4.5e-29	PaaX-like protein	AAT82978.1	47	86	8.9e-05	2.9e-07	0.00033	 -	Q6A8D7
PaaX|P76086	P76086	PaaX	4.5e-29	PaaX-like protein	AAT81851.1	25	71	8.2e-05	2.1e-06	0.0024	 -	Q6ABN1
PaaX|P76086	P76086	PaaX	4.5e-29	PaaX-like protein	AAT81851.1	119	137	8.2e-05	0.023	27.0	 -	Q6ABN1
PadR|E0TW95	E0TW95	PadR	2.5e-17	Transcriptional regulator PadR-like family	AAT81968.1	7	77	1.1e-14	2.1e-17	1.6e-14	 -	Q6AB98
PadR|E0TW95	E0TW95	Vir_act_alpha_C	3.2e-17	Virulence activator alpha C-term	AAT81968.1	91	164	2.1e-11	1.4e-14	3.2e-11	 -	Q6AB98
PauR|A0A0D5A3S5	A0A0D5A3S5	GerE	5.4e-20	Bacterial regulatory proteins, luxR family	AAT82679.1	149	204	2.9e-18	1.2e-20	4.7e-18	 -	Q6A987
PauR|A0A0D5A3S5	A0A0D5A3S5	HTH_24	1500.0	Winged helix-turn-helix DNA-binding	AAT82679.1	164	188	0.00083	2.3e-05	0.0025	 -	Q6A987
PauR|A0A0D5A3S5	A0A0D5A3S5	HTH_24	60.0	Winged helix-turn-helix DNA-binding	AAT82679.1	164	188	0.00083	2.3e-05	0.0025	 -	Q6A987
PauR|A0A0D5A3S5	A0A0D5A3S5	GerE	5.4e-20	Bacterial regulatory proteins, luxR family	AAT81814.1	156	212	2.6e-18	1e-20	3.9e-18	 -	Q6ABR9
PauR|A0A0D5A3S5	A0A0D5A3S5	HTH_24	1500.0	Winged helix-turn-helix DNA-binding	AAT81814.1	172	198	4.2e-05	7.1e-07	7.7e-05	 -	Q6ABR9
PauR|A0A0D5A3S5	A0A0D5A3S5	HTH_24	60.0	Winged helix-turn-helix DNA-binding	AAT81814.1	172	198	4.2e-05	7.1e-07	7.7e-05	 -	Q6ABR9
PauR|A0A0D5A3S5	A0A0D5A3S5	GerE	5.4e-20	Bacterial regulatory proteins, luxR family	AAT83742.1	159	213	4.5e-19	1.8e-21	6.7e-19	 -	Q6A671
PauR|A0A0D5A3S5	A0A0D5A3S5	HTH_24	1500.0	Winged helix-turn-helix DNA-binding	AAT83742.1	170	195	5.3e-05	1e-06	0.00011	 -	Q6A671
PauR|A0A0D5A3S5	A0A0D5A3S5	HTH_24	60.0	Winged helix-turn-helix DNA-binding	AAT83742.1	170	195	5.3e-05	1e-06	0.00011	 -	Q6A671
PauR|A0A0D5A3S5	A0A0D5A3S5	GerE	5.4e-20	Bacterial regulatory proteins, luxR family	AAT82047.1	155	209	3.6e-18	1.4e-20	5.5e-18	 -	Q6AB19
PauR|A0A0D5A3S5	A0A0D5A3S5	HTH_24	1500.0	Winged helix-turn-helix DNA-binding	AAT82047.1	130	142	6.1e-05	1.9	200.0	 -	Q6AB19
PauR|A0A0D5A3S5	A0A0D5A3S5	HTH_24	1500.0	Winged helix-turn-helix DNA-binding	AAT82047.1	169	191	6.1e-05	2.8e-06	0.0003	 -	Q6AB19
PauR|A0A0D5A3S5	A0A0D5A3S5	HTH_24	60.0	Winged helix-turn-helix DNA-binding	AAT82047.1	130	142	6.1e-05	1.9	200.0	 -	Q6AB19
PauR|A0A0D5A3S5	A0A0D5A3S5	HTH_24	60.0	Winged helix-turn-helix DNA-binding	AAT82047.1	169	191	6.1e-05	2.8e-06	0.0003	 -	Q6AB19
PbrR|Q58AJ5	Q58AJ5	MerR_1	4.8e-20	MerR HTH family regulatory protein	AAT82832.1	22	78	5.6e-13	4.5e-13	2.6e-10	 -	Q6A8T4
PbrR|Q58AJ5	Q58AJ5	MerR_1	4.8e-20	MerR HTH family regulatory protein	AAT82832.1	125	179	5.6e-13	0.0019	1.1	 -	Q6A8T4
PbrR|Q58AJ5	Q58AJ5	MerR_1	4.8e-20	MerR HTH family regulatory protein	AAT82256.1	12	45	0.00014	5.4e-07	0.00031	 -	Q6AAG0
PbrR|Q58AJ5	Q58AJ5	MerR_1	4.8e-20	MerR HTH family regulatory protein	AAT82256.1	111	121	0.00014	1.6	920.0	 -	Q6AAG0
PbrR|Q58AJ5	Q58AJ5	MerR_1	4.8e-20	MerR HTH family regulatory protein	AAT83750.1	26	92	6.9e-18	2.2e-20	1.2e-17	 -	Q6A663
PbrR|Q58AJ5	Q58AJ5	MerR_1	4.8e-20	MerR HTH family regulatory protein	AAT83750.1	95	111	6.9e-18	2.3	1300.0	 -	Q6A663
PbrR|Q58AJ5	Q58AJ5	MerR_1	4.8e-20	MerR HTH family regulatory protein	AAT82834.1	45	109	1.2e-15	3.3e-18	1.9e-15	 -	Q6A8T2
PcaQ|Q92TL9	Q92TL9	LysR_substrate	1.5e-28	LysR substrate binding domain	AAT83707.1	92	293	1.5e-42	2.1e-45	2.4e-42	 -	Q6A6A6
PcaQ|Q92TL9	Q92TL9	HTH_1	5.2e-20	Bacterial regulatory helix-turn-helix protein, ...	AAT83707.1	3	62	1.9e-20	3.6e-23	4.2e-20	 -	Q6A6A6
PcaR|Q88N41	Q88N41	HTH_IclR	3.9e-14	IclR helix-turn-helix domain	AAT83921.1	12	58	3.4e-12	8.7e-14	9.5e-12	 -	Q6A5P2
PcaR|Q88N41	Q88N41	IclR	1.7e-41	Bacterial transcriptional regulator	AAT83921.1	46	60	3.4e-14	0.59	680.0	 -	Q6A5P2
PcaR|Q88N41	Q88N41	IclR	1.7e-41	Bacterial transcriptional regulator	AAT83921.1	127	249	3.4e-14	7.2e-17	8.3e-14	 -	Q6A5P2
PcaR|Q88N41	Q88N41	HTH_IclR	3.9e-14	IclR helix-turn-helix domain	AAT83117.1	10	57	2.1e-10	1.9e-12	2.1e-10	 -	Q6A7Z8
PcaR|Q88N41	Q88N41	HTH_IclR	3.9e-14	IclR helix-turn-helix domain	AAT83117.1	67	78	2.1e-10	0.35	38.0	 -	Q6A7Z8
PcaR|Q88N41	Q88N41	HTH_IclR	3.9e-14	IclR helix-turn-helix domain	AAT83117.1	229	237	2.1e-10	9.6	1100.0	 -	Q6A7Z8
PcaR|Q88N41	Q88N41	IclR	1.7e-41	Bacterial transcriptional regulator	AAT83117.1	125	231	4.2e-18	9.2e-20	1.1e-16	 -	Q6A7Z8
PcaU|O83046	O83046	IclR	1.3000000000000002e-44	Bacterial transcriptional regulator	AAT83921.1	46	60	3.4e-14	0.59	680.0	 -	Q6A5P2
PcaU|O83046	O83046	IclR	1.3000000000000002e-44	Bacterial transcriptional regulator	AAT83921.1	127	249	3.4e-14	7.2e-17	8.3e-14	 -	Q6A5P2
PcaU|O83046	O83046	HTH_IclR	4.7e-13	IclR helix-turn-helix domain	AAT83921.1	12	58	3.4e-12	8.7e-14	9.5e-12	 -	Q6A5P2
PcaU|O83046	O83046	IclR	1.3000000000000002e-44	Bacterial transcriptional regulator	AAT83117.1	125	231	4.2e-18	9.2e-20	1.1e-16	 -	Q6A7Z8
PcaU|O83046	O83046	HTH_IclR	4.7e-13	IclR helix-turn-helix domain	AAT83117.1	10	57	2.1e-10	1.9e-12	2.1e-10	 -	Q6A7Z8
PcaU|O83046	O83046	HTH_IclR	4.7e-13	IclR helix-turn-helix domain	AAT83117.1	67	78	2.1e-10	0.35	38.0	 -	Q6A7Z8
PcaU|O83046	O83046	HTH_IclR	4.7e-13	IclR helix-turn-helix domain	AAT83117.1	229	237	2.1e-10	9.6	1100.0	 -	Q6A7Z8
PcaV|Q9XAM6	Q9XAM6	MarR_2	1.6e-10	MarR family	AAT82775.1	43	83	4e-05	9.7e-07	8.9e-05	 -	Q6A8Z1
PcaV|Q9XAM6	Q9XAM6	MarR_2	11000.0	MarR family	AAT82775.1	43	83	4e-05	9.7e-07	8.9e-05	 -	Q6A8Z1
PcaV|Q9XAM6	Q9XAM6	MarR_2	1.6e-10	MarR family	AAT83897.1	7	33	0.00012	5.3e-06	0.00049	 -	Q6A5R6
PcaV|Q9XAM6	Q9XAM6	MarR_2	11000.0	MarR family	AAT83897.1	7	33	0.00012	5.3e-06	0.00049	 -	Q6A5R6
PcaV|Q9XAM6	Q9XAM6	MarR_2	1.6e-10	MarR family	AAT82432.1	28	60	1.3e-06	3.4e-08	3.1e-06	 -	Q6A9Y4
PcaV|Q9XAM6	Q9XAM6	MarR_2	11000.0	MarR family	AAT82432.1	28	60	1.3e-06	3.4e-08	3.1e-06	 -	Q6A9Y4
PcaV|Q9XAM6	Q9XAM6	MarR_2	1.6e-10	MarR family	AAT83775.1	32	82	2.2e-06	9.3e-08	8.5e-06	 -	Q6A638
PcaV|Q9XAM6	Q9XAM6	MarR_2	1.6e-10	MarR family	AAT83775.1	127	142	2.2e-06	8.1	750.0	 -	Q6A638
PcaV|Q9XAM6	Q9XAM6	MarR_2	1.6e-10	MarR family	AAT83775.1	285	297	2.2e-06	5.0	460.0	 -	Q6A638
PcaV|Q9XAM6	Q9XAM6	MarR_2	11000.0	MarR family	AAT83775.1	32	82	2.2e-06	9.3e-08	8.5e-06	 -	Q6A638
PcaV|Q9XAM6	Q9XAM6	MarR_2	11000.0	MarR family	AAT83775.1	127	142	2.2e-06	8.1	750.0	 -	Q6A638
PcaV|Q9XAM6	Q9XAM6	MarR_2	11000.0	MarR family	AAT83775.1	285	297	2.2e-06	5.0	460.0	 -	Q6A638
PcaV|Q9XAM6	Q9XAM6	MarR_2	1.6e-10	MarR family	AAT82969.1	17	63	1.3e-07	2.4e-09	2.2e-07	 -	Q6A8E6
PcaV|Q9XAM6	Q9XAM6	MarR_2	11000.0	MarR family	AAT82969.1	17	63	1.3e-07	2.4e-09	2.2e-07	 -	Q6A8E6
PcaV|Q9XAM6	Q9XAM6	MarR_2	1.6e-10	MarR family	AAT81851.1	25	67	5.1e-05	1.4e-06	0.00013	 -	Q6ABN1
PcaV|Q9XAM6	Q9XAM6	MarR_2	1.6e-10	MarR family	AAT81851.1	89	101	5.1e-05	8.8	810.0	 -	Q6ABN1
PcaV|Q9XAM6	Q9XAM6	MarR_2	11000.0	MarR family	AAT81851.1	25	67	5.1e-05	1.4e-06	0.00013	 -	Q6ABN1
PcaV|Q9XAM6	Q9XAM6	MarR_2	11000.0	MarR family	AAT81851.1	89	101	5.1e-05	8.8	810.0	 -	Q6ABN1
PcaV|Q9XAM6	Q9XAM6	MarR_2	1.6e-10	MarR family	AAT83370.1	66	125	3.1e-13	7.1e-15	6.5e-13	 -	Q6A795
