identifier_target_name	identifier_target_accession	identifier_target_length	identifier_query_name	identifier_query_accession	identifier_query_length	full_sequence_e-value	full_sequence_score	full_sequence_bias	this_domain_domain_number	this_domain_total_domains	this_domain_e-value	this_domain_i-value	this_domain_score	this_domain_bias	hmm_coord_from	hmm_coord_to	ali_coord_from	ali_coord_to	env_coord_from	env_coord_to	identifier_acc	identifier_query_description
AsnC_trans_reg	PF01037.24	75	sp|P0ACI6|ASNC_ECOLI	-	152	3.6e-18	65.4	0.1	1	1	1.9e-21	6.2e-18	64.7	0.1	5	74	76	143	72	144	0.92	Lrp/AsnC ligand binding domain
HTH_24	PF13412.9	48	sp|P0ACI6|ASNC_ECOLI	-	152	8.1e-14	51.0	0.0	1	1	3.9e-17	1.3e-13	50.4	0.0	2	48	7	53	6	53	0.97	Winged helix-turn-helix DNA-binding
LysR_substrate	PF03466.23	209	sp|P25545|CBBR_XANFL	-	333	3.8e-49	167.0	2.6	1	1	5.2e-53	5.1e-49	166.6	2.6	3	207	92	297	90	299	0.97	LysR substrate binding domain
HTH_1	PF00126.30	60	sp|P25545|CBBR_XANFL	-	333	9.1e-19	67.3	0.3	1	2	1.5e-21	1.5e-17	63.4	0.1	1	60	7	66	7	66	0.99	Bacterial regulatory helix-turn-helix protein, lysR family
CoA_binding	PF02629.22	96	sp|Q9WX14|REX_STRCO	-	258	9.3e-23	80.9	0.3	1	1	2.8e-26	1.8e-22	79.9	0.3	1	95	91	188	91	189	0.97	CoA binding domain
Put_DNA-bind_N	PF06971.16	49	sp|Q9WX14|REX_STRCO	-	258	9.9e-20	70.5	0.0	1	1	3.1e-23	2e-19	69.5	0.0	2	49	16	63	15	63	0.99	Putative DNA-binding protein N-terminus
MerR-DNA-bind	PF09278.14	65	tr|A0A375FND6|A0A375FND6_9BURK	-	144	1.4e-18	67.4	2.4	2	2	3.3e-22	2.1e-18	66.7	1.1	1	65	51	113	51	113	0.95	MerR, DNA binding
HTH_5	PF01022.23	47	sp|O53838|KMTR_MYCTU	-	130	1.1e-13	50.9	0.0	1	1	6.6e-17	1.6e-13	50.4	0.0	1	46	27	72	27	73	0.97	Bacterial regulatory protein, arsR family
HTH_IclR	PF09339.13	52	sp|O53838|KMTR_MYCTU	-	130	1.4e-05	24.9	1.5	2	2	3.1	7.5e+03	-3.0	0.1	15	28	111	124	109	125	0.61	IclR helix-turn-helix domain
MarR	PF01047.25	59	tr|Q0S6D0|Q0S6D0_RHOJR	-	146	8.6e-09	35.3	0.0	1	1	3.2e-12	1.2e-08	34.8	0.0	10	58	45	93	37	94	0.91	MarR family
TetR_N	PF00440.26	47	tr|Q5SM42|Q5SM42_THET8	-	205	3.9e-13	49.1	0.3	1	1	3.8e-17	7.4e-13	48.2	0.3	1	45	15	59	15	61	0.96	Bacterial regulatory proteins, tetR family
IclR	PF01614.21	128	sp|A1B8Z4|BHCR_PARDP	-	279	7.5e-37	126.2	0.0	1	1	3.9e-40	1.1e-36	125.7	0.0	7	126	147	266	141	268	0.96	Bacterial transcriptional regulator
HTH_IclR	PF09339.13	52	sp|A1B8Z4|BHCR_PARDP	-	279	5.7e-15	55.0	1.3	1	1	6.8e-18	1.9e-14	53.3	1.3	1	51	28	77	28	78	0.96	IclR helix-turn-helix domain
MarR_2	PF12802.10	61	sp|A1B8Z4|BHCR_PARDP	-	279	2.7e-05	24.2	1.8	2	2	1.5	4.3e+03	-2.0	0.0	45	54	98	107	97	108	0.76	MarR family
AsnC_trans_reg	PF01037.24	75	sp|P0ACJ5|DECR_ECOLI	-	152	5e-22	77.8	0.0	1	1	1.5e-25	7.2e-22	77.3	0.0	1	75	68	142	68	142	0.97	Lrp/AsnC ligand binding domain
HTH_24	PF13412.9	48	sp|P0ACJ5|DECR_ECOLI	-	152	1.2e-16	60.1	0.4	1	1	3.4e-20	1.7e-16	59.6	0.4	1	47	2	48	2	49	0.98	Winged helix-turn-helix DNA-binding
MarR_2	PF12802.10	61	tr|Q03S27|Q03S27_LEVBA	-	173	2.4e-12	46.8	0.0	2	2	1.7e-15	8.1e-12	45.1	0.0	1	61	53	114	53	114	0.98	MarR family
AsnC_trans_reg	PF01037.24	75	sp|Q44333|PUTR_RHIRD	-	156	2e-22	79.0	0.1	1	1	1.4e-25	3.4e-22	78.3	0.1	2	74	77	149	76	150	0.96	Lrp/AsnC ligand binding domain
HTH_24	PF13412.9	48	sp|Q44333|PUTR_RHIRD	-	156	5.7e-18	64.3	0.0	1	1	4.1e-21	1e-17	63.6	0.0	1	47	10	56	10	56	0.99	Winged helix-turn-helix DNA-binding
HTH_1	PF00126.30	60	sp|P94632|LYSG_CORGL	-	290	2.3e-13	50.0	0.2	1	1	6.4e-17	6.3e-13	48.6	0.2	3	60	5	61	4	61	0.97	Bacterial regulatory helix-turn-helix protein, lysR family
LysR_substrate	PF03466.23	209	sp|P94632|LYSG_CORGL	-	290	2.9e-10	40.0	1.7	1	1	4.7e-14	4.6e-10	39.4	1.7	8	206	90	282	84	285	0.88	LysR substrate binding domain
Trns_repr_metal	PF02583.20	77	tr|Q8Y646|Q8Y646_LISMO	-	97	1.5e-29	102.3	3.2	1	1	8.8e-34	1.7e-29	102.1	3.2	3	76	16	92	14	93	0.94	Metal-sensitive transcriptional repressor
cNMP_binding	PF00027.32	89	tr|A0A6P1KMV2|A0A6P1KMV2_9NOSO	-	223	7e-19	67.8	0.0	1	1	1.8e-22	1.2e-18	67.1	0.0	2	89	26	115	25	115	0.94	Cyclic nucleotide-binding domain
HTH_Crp_2	PF13545.9	68	tr|A0A6P1KMV2|A0A6P1KMV2_9NOSO	-	223	6.8e-16	58.1	0.1	1	1	2.1e-19	1.4e-15	57.2	0.1	2	66	148	219	147	221	0.85	Crp-like helix-turn-helix domain
TetR_C_11	PF16859.8	113	tr|G8QCB1|G8QCB1_PSEO1	-	145	3.5e-21	75.8	0.0	1	1	2.3e-25	4.5e-21	75.4	0.0	2	104	17	119	16	123	0.98	Tetracyclin repressor-like, C-terminal domain
Trns_repr_metal	PF02583.20	77	tr|A4QB25|A4QB25_CORGB	-	100	7.5e-31	106.5	0.8	1	1	4.5e-35	8.7e-31	106.3	0.8	1	76	14	95	14	96	0.94	Metal-sensitive transcriptional repressor
TetR_N	PF00440.26	47	sp|P0ACU5|FABR_ECOLI	-	234	3e-08	33.5	1.8	1	2	1.5e-12	3e-08	33.4	0.1	7	43	41	77	34	79	0.87	Bacterial regulatory proteins, tetR family
TetR_N	PF00440.26	47	sp|P0ACU5|FABR_ECOLI	-	234	3e-08	33.5	1.8	2	2	0.33	6.4e+03	-2.8	0.2	28	36	209	217	209	217	0.89	Bacterial regulatory proteins, tetR family
TipAS	PF07739.16	117	tr|Q8KRS7|Q8KRS7_KLEOX	-	221	1.5e-13	51.4	5.0	1	2	6.6e-11	1.3e-06	29.1	0.5	29	114	19	102	3	104	0.88	TipAS antibiotic-recognition domain
TipAS	PF07739.16	117	tr|Q8KRS7|Q8KRS7_KLEOX	-	221	1.5e-13	51.4	5.0	2	2	1.6e-09	3.2e-05	24.6	0.4	34	78	130	173	112	208	0.80	TipAS antibiotic-recognition domain
TetR_N	PF00440.26	47	tr|Q8GAF9|Q8GAF9_PAENI	-	194	4.4e-09	36.1	0.2	1	1	1.6e-12	1.1e-08	34.9	0.2	1	47	12	58	12	65	0.98	Bacterial regulatory proteins, tetR family
TetR_C_31	PF17940.4	107	tr|Q8GAF9|Q8GAF9_PAENI	-	194	7.9e-07	29.4	0.4	2	2	2e-09	1.3e-05	25.5	0.0	2	106	79	190	78	192	0.81	Tetracyclin repressor-like, C-terminal domain
AraC_binding	PF02311.22	136	sp|P03022|ARAC_SALTY	-	281	4.2e-26	91.6	0.4	1	2	8.6e-30	4.2e-26	91.6	0.4	4	136	23	160	20	160	0.90	AraC-like ligand binding domain
HTH_18	PF12833.10	81	sp|P03022|ARAC_SALTY	-	281	2.6e-20	72.6	0.0	1	1	1.1e-23	5.2e-20	71.6	0.0	2	80	201	278	200	279	0.97	Helix-turn-helix domain
NUDIX	PF00293.31	131	tr|A0A2K1SXJ8|A0A2K1SXJ8_STRSU	-	257	5e-09	36.4	0.0	1	1	4.7e-13	9.3e-09	35.5	0.0	15	80	51	122	36	154	0.67	NUDIX domain
Response_reg	PF00072.27	112	sp|P50350|CHVI_RHIME	-	240	4.3e-28	97.9	0.0	1	1	6.5e-32	6.4e-28	97.3	0.0	1	112	4	113	4	113	0.98	Response regulator receiver domain
Trans_reg_C	PF00486.31	77	sp|P50350|CHVI_RHIME	-	240	2.2e-22	79.1	0.0	1	1	5.3e-26	5.2e-22	77.9	0.0	2	77	161	236	160	236	0.97	Transcriptional regulatory protein, C terminal
FUR	PF01475.22	121	sp|P74739|FUR_SYNY3	-	165	5.5e-43	146.1	3.1	1	1	6.6e-47	6.5e-43	145.8	3.1	2	120	15	136	14	137	0.98	Ferric uptake regulator family
Response_reg	PF00072.27	112	tr|I6L8Z5|I6L8Z5_STRMU	-	235	5.5e-31	107.2	0.3	1	2	1.5e-33	1.5e-29	102.6	0.2	1	112	4	113	4	113	0.97	Response regulator receiver domain
Trans_reg_C	PF00486.31	77	tr|I6L8Z5|I6L8Z5_STRMU	-	235	2.4e-28	98.1	0.6	2	2	5.2e-32	5.1e-28	97.1	0.3	1	76	155	230	155	231	0.98	Transcriptional regulatory protein, C terminal
Trans_reg_C	PF00486.31	77	sp|Q52990|PHOB_RHIME	-	227	2.3e-27	95.0	0.0	1	1	5.9e-31	5.8e-27	93.7	0.0	2	77	151	225	150	225	0.97	Transcriptional regulatory protein, C terminal
Response_reg	PF00072.27	112	sp|Q52990|PHOB_RHIME	-	227	7.7e-27	93.8	0.0	1	1	1.1e-30	1.1e-26	93.4	0.0	1	112	5	117	5	117	0.98	Response regulator receiver domain
LacI	PF00356.24	46	tr|Q88PQ6|Q88PQ6_PSEPK	-	331	2.1e-16	59.5	1.7	1	2	1.7e-19	8.4e-16	57.6	0.5	2	46	3	50	2	50	0.98	Bacterial regulatory proteins, lacI family
Peripla_BP_1	PF00532.24	279	tr|Q88PQ6|Q88PQ6_PSEPK	-	331	2.4e-16	60.2	0.0	1	1	6.3e-20	3.1e-16	59.8	0.0	2	156	62	216	61	268	0.90	Periplasmic binding proteins and sugar binding domain of LacI family
MarR	PF01047.25	59	sp|P69988|SLYA_YERPE	-	143	8.6e-19	67.3	0.1	1	2	1e-20	4.1e-17	61.9	0.1	1	58	29	87	29	88	0.98	MarR family
Response_reg	PF00072.27	112	tr|I3NI96|I3NI96_YERPS	-	223	2.5e-26	92.2	0.1	1	1	6e-30	3.9e-26	91.5	0.1	1	111	3	112	3	113	0.98	Response regulator receiver domain
Trans_reg_C	PF00486.31	77	tr|I3NI96|I3NI96_YERPS	-	223	7.9e-21	74.1	0.3	1	1	2.4e-24	1.6e-20	73.1	0.3	1	77	145	220	145	220	0.97	Transcriptional regulatory protein, C terminal
LysR_substrate	PF03466.23	209	tr|A0A2U2GZF0|A0A2U2GZF0_YERPE	-	305	3.3e-52	177.0	0.2	1	1	4.7e-56	4.6e-52	176.6	0.2	3	208	88	293	86	294	0.98	LysR substrate binding domain
HTH_1	PF00126.30	60	tr|A0A2U2GZF0|A0A2U2GZF0_YERPE	-	305	3.3e-19	68.7	0.4	1	2	7.2e-23	7.1e-19	67.7	0.1	1	59	3	61	3	62	0.98	Bacterial regulatory helix-turn-helix protein, lysR family
Rrf2	PF02082.23	132	sp|P0AF63|NSRR_ECOLI	-	141	2.2e-36	125.1	0.0	1	1	2.5e-40	2.4e-36	124.9	0.0	1	132	3	130	3	130	0.98	Iron-dependent Transcriptional regulator
FUR	PF01475.22	121	tr|A3N1M0|A3N1M0_ACTP2	-	149	3e-47	159.9	0.8	1	1	1.8e-51	3.5e-47	159.6	0.8	2	121	12	133	11	133	0.98	Ferric uptake regulator family
Rrf2	PF02082.23	132	tr|Q9HXI7|Q9HXI7_PSEAE	-	163	6.2e-39	133.3	0.0	1	1	3.8e-43	7.5e-39	133.1	0.0	1	131	3	131	3	132	0.99	Iron-dependent Transcriptional regulator
ADI	PF02274.20	377	sp|Q8ZK33|ARCA_SALTY	-	406	3.4e-131	437.8	0.0	1	1	3.9e-135	3.8e-131	437.7	0.0	2	377	35	403	34	403	0.96	Arginine deiminase
AbrB_C	PF18277.4	37	sp|P39758|ABH_BACSU	-	92	2.4e-19	68.8	0.2	1	1	4e-23	4e-19	68.1	0.2	1	36	53	88	53	89	0.97	AbrB C-terminal domain
MazE_antitoxin	PF04014.21	46	sp|P39758|ABH_BACSU	-	92	1.9e-11	43.7	0.2	1	2	6.8e-15	6.6e-11	41.9	0.3	1	44	8	51	8	52	0.96	Antidote-toxin recognition MazE, bacterial antitoxin
MarR	PF01047.25	59	sp|O31672|MHQR_BACSU	-	145	7.7e-17	61.0	0.0	1	1	3.4e-20	1.3e-16	60.3	0.0	1	58	32	89	32	90	0.98	MarR family
HTH_27	PF13463.9	68	sp|O31672|MHQR_BACSU	-	145	1.1e-09	38.8	0.0	2	2	0.67	2.6e+03	-0.8	0.0	8	40	101	133	99	135	0.79	Winged helix DNA-binding domain
Peripla_BP_1	PF00532.24	279	sp|P0ACP5|GNTR_ECOLI	-	331	7.8e-31	107.7	0.0	1	1	2.1e-34	1e-30	107.3	0.0	2	259	64	309	63	319	0.93	Periplasmic binding proteins and sugar binding domain of LacI family
LacI	PF00356.24	46	sp|P0ACP5|GNTR_ECOLI	-	331	3.3e-18	65.3	0.0	1	1	1.4e-21	7e-18	64.3	0.0	2	46	8	52	7	52	0.98	Bacterial regulatory proteins, lacI family
Peripla_BP_3	PF13377.9	166	tr|Q9CF33|Q9CF33_LACLA	-	332	3.9e-26	92.4	0.0	1	1	1.5e-29	7.3e-26	91.5	0.0	2	166	173	331	172	331	0.89	Periplasmic binding protein-like domain
LacI	PF00356.24	46	tr|Q9CF33|Q9CF33_LACLA	-	332	1e-20	73.4	1.6	1	2	2e-24	1e-20	73.4	1.6	1	46	7	52	7	52	0.99	Bacterial regulatory proteins, lacI family
Trans_reg_C	PF00486.31	77	tr|F7X8H2|F7X8H2_SINMM	-	223	6.7e-16	58.3	0.0	1	1	1.4e-19	1.3e-15	57.3	0.0	3	77	146	220	144	220	0.92	Transcriptional regulatory protein, C terminal
Response_reg	PF00072.27	112	tr|F7X8H2|F7X8H2_SINMM	-	223	9.7e-06	25.9	0.0	1	1	4e-09	3.9e-05	23.9	0.0	1	111	2	112	2	113	0.82	Response regulator receiver domain
Response_reg	PF00072.27	112	tr|A0A5P8RSH6|A0A5P8RSH6_YERPE	-	223	2.4e-26	92.2	0.1	1	1	6e-30	3.9e-26	91.5	0.1	1	111	3	112	3	113	0.98	Response regulator receiver domain
Trans_reg_C	PF00486.31	77	tr|A0A5P8RSH6|A0A5P8RSH6_YERPE	-	223	4.5e-20	71.7	0.3	1	1	1.4e-23	9e-20	70.7	0.3	1	77	145	220	145	220	0.97	Transcriptional regulatory protein, C terminal
cNMP_binding	PF00027.32	89	tr|O34015|O34015_VIBCL	-	210	1.5e-23	82.8	0.0	1	1	6.5e-27	2.6e-23	82.1	0.0	3	88	23	109	21	110	0.96	Cyclic nucleotide-binding domain
HTH_Crp_2	PF13545.9	68	tr|O34015|O34015_VIBCL	-	210	8.2e-14	51.5	0.4	2	2	5.8e-17	2.3e-13	50.0	0.1	1	59	142	206	142	207	0.85	Crp-like helix-turn-helix domain
GntR	PF00392.24	64	tr|G0KUD5|G0KUD5_9ACTN	-	246	8.5e-16	57.5	0.0	1	1	2.8e-19	1.8e-15	56.4	0.0	2	64	11	73	10	73	0.97	Bacterial regulatory proteins, gntR family
UTRA	PF07702.16	141	tr|G0KUD5|G0KUD5_9ACTN	-	246	2.1e-08	34.3	0.1	1	1	5e-12	3.3e-08	33.6	0.1	18	136	113	237	100	241	0.86	UTRA domain
MarR_2	PF12802.10	61	tr|G0KUD5|G0KUD5_9ACTN	-	246	0.0001	22.4	0.4	2	2	1.1	7.2e+03	-2.8	0.0	40	48	85	93	83	94	0.84	MarR family
MatP	PF06303.15	84	sp|P0A8N0|MATP_ECOLI	-	150	4.8e-44	148.9	2.1	1	2	7.3e-48	4.8e-44	148.9	2.1	1	84	2	85	2	85	1.00	MatP N-terminal domain
MatP_C	PF17414.5	60	sp|P0A8N0|MATP_ECOLI	-	150	1e-30	105.9	0.9	1	1	3.3e-34	2.2e-30	104.9	0.9	1	60	88	147	88	147	0.99	MatP C-terminal ribbon-helix-helix domain
Peptidase_S24	PF00717.26	116	sp|A0L9E2|LEXA_MAGMM	-	231	4.1e-31	107.3	0.0	1	1	2.9e-34	6.3e-31	106.7	0.0	1	115	105	218	105	219	0.98	Peptidase S24-like
LexA_DNA_bind	PF01726.19	65	sp|A0L9E2|LEXA_MAGMM	-	231	8.1e-18	64.1	0.4	1	1	6.2e-21	1.3e-17	63.4	0.4	2	64	17	78	16	79	0.95	LexA DNA binding domain
MerR_1	PF13411.9	69	sp|P40183|HSPR_STRCO	-	151	1.8e-16	60.1	0.1	1	1	4.1e-20	2.7e-16	59.5	0.1	1	67	18	85	18	87	0.93	MerR HTH family regulatory protein
PadR	PF03551.17	75	tr|H9L4T0|H9L4T0_VIBCH	-	179	4e-16	58.9	0.0	1	1	8e-20	7.9e-16	57.9	0.0	1	74	7	80	7	81	0.98	Transcriptional regulator PadR-like family
Vir_act_alpha_C	PF10400.12	77	tr|H9L4T0|H9L4T0_VIBCH	-	179	2.4e-15	57.0	3.8	1	1	3.9e-19	3.8e-15	56.4	3.8	1	77	92	176	92	176	0.98	Virulence activator alpha C-term
FUR	PF01475.22	121	tr|Q8PAL3|Q8PAL3_XANCP	-	141	2.1e-42	144.2	0.7	1	1	1.2e-46	2.4e-42	144.0	0.7	1	121	13	134	13	134	0.97	Ferric uptake regulator family
HTH_24	PF13412.9	48	tr|Q9KQU4|Q9KQU4_VIBCH	-	164	1.7e-21	75.6	0.3	1	1	3.9e-25	2.6e-21	75.1	0.3	1	48	12	59	12	59	0.98	Winged helix-turn-helix DNA-binding
AsnC_trans_reg	PF01037.24	75	tr|Q9KQU4|Q9KQU4_VIBCH	-	164	5.2e-24	84.1	0.2	2	2	3.1e-27	2.1e-23	82.2	0.0	1	75	78	152	78	152	0.98	Lrp/AsnC ligand binding domain
Sigma54_activat	PF00158.29	168	tr|A0A0C7D413|A0A0C7D413_PSEAI	-	519	1.2e-58	197.7	0.0	1	1	7.2e-62	2e-58	196.9	0.0	2	167	208	374	207	375	0.98	Sigma-54 interaction domain
HTH_50	PF18024.4	50	tr|A0A0C7D413|A0A0C7D413_PSEAI	-	519	2.9e-13	49.4	0.0	1	1	3.3e-16	9.2e-13	47.8	0.0	2	49	467	514	466	515	0.95	Helix-turn-helix domain
PAS	PF00989.28	113	tr|A0A0C7D413|A0A0C7D413_PSEAI	-	519	7.4e-07	29.3	0.0	1	1	6.3e-10	1.8e-06	28.1	0.0	2	62	83	140	82	166	0.84	PAS fold
ACT	PF01842.28	66	tr|A0A0C7D413|A0A0C7D413_PSEAI	-	519	1.6e-08	34.3	0.0	1	1	1.4e-11	3.9e-08	33.1	0.0	3	65	3	64	1	65	0.94	ACT domain
Rrf2	PF02082.23	132	sp|Q667Y0|ISCR_YERPS	-	164	9.6e-40	135.9	0.0	1	1	6.1e-44	1.2e-39	135.6	0.0	1	132	3	132	3	132	0.99	Iron-dependent Transcriptional regulator
FUR	PF01475.22	121	tr|Q8EFN3|Q8EFN3_SHEON	-	143	1.8e-46	157.3	0.3	1	1	1.1e-50	2.1e-46	157.1	0.3	1	121	10	130	10	130	0.99	Ferric uptake regulator family
Response_reg	PF00072.27	112	tr|Q8EEF6|Q8EEF6_SHEON	-	227	5.9e-25	87.7	0.0	1	1	9.8e-29	9.7e-25	87.1	0.0	1	111	4	110	4	111	0.96	Response regulator receiver domain
Trans_reg_C	PF00486.31	77	tr|Q8EEF6|Q8EEF6_SHEON	-	227	5.6e-20	71.3	0.2	1	1	9.6e-24	9.4e-20	70.6	0.2	3	77	151	225	148	225	0.94	Transcriptional regulatory protein, C terminal
ROK	PF00480.23	294	sp|P50456|MLC_ECOLI	-	406	7.4e-52	176.8	0.0	1	1	4.8e-56	9.3e-52	176.4	0.0	10	289	96	389	87	393	0.88	ROK family
Trns_repr_metal	PF02583.20	77	sp|O07434|RICR_MYCTU	-	96	5.8e-31	106.8	0.3	1	1	3.5e-35	6.9e-31	106.6	0.3	2	76	11	91	10	92	0.95	Metal-sensitive transcriptional repressor
HTH_5	PF01022.23	47	sp|O32242|SDPR_BACSU	-	90	2.5e-17	62.6	0.0	1	1	1.4e-20	3.1e-17	62.3	0.0	1	46	10	55	10	56	0.97	Bacterial regulatory protein, arsR family
HTH_8	PF02954.22	42	sp|P0A6R3|FIS_ECOLI	-	98	1.7e-14	53.4	0.4	1	1	1.2e-18	2.4e-14	52.9	0.4	2	42	55	95	54	95	0.98	Bacterial regulatory protein, Fis family
Spo0A_C	PF08769.14	104	sp|P06534|SP0A_BACSU	-	267	4.8e-44	148.8	0.2	1	1	7.9e-48	7.7e-44	148.2	0.2	1	104	157	260	157	260	0.99	Sporulation initiation factor Spo0A C terminal
Response_reg	PF00072.27	112	sp|P06534|SP0A_BACSU	-	267	9e-30	103.3	0.1	1	1	1.4e-33	1.4e-29	102.7	0.1	1	111	6	119	6	120	0.98	Response regulator receiver domain
Response_reg	PF00072.27	112	tr|Q8DY68|Q8DY68_STRA5	-	229	1.4e-26	93.0	0.8	1	1	2.6e-30	2.5e-26	92.2	0.8	1	112	5	114	5	114	0.98	Response regulator receiver domain
Trans_reg_C	PF00486.31	77	tr|Q8DY68|Q8DY68_STRA5	-	229	5.4e-27	93.8	0.4	2	2	2.3e-30	2.3e-26	91.8	0.2	2	76	152	225	151	226	0.95	Transcriptional regulatory protein, C terminal
Sigma54_DBD	PF04552.16	160	sp|P24219|RP54_BACSU	-	436	3.3e-66	222.1	0.7	1	1	1.4e-69	5.3e-66	221.4	0.7	2	160	275	434	274	434	0.98	Sigma-54, DNA binding domain
Sigma54_AID	PF00309.23	46	sp|P24219|RP54_BACSU	-	436	2.7e-12	46.5	3.8	1	2	6.9e-16	2.7e-12	46.5	3.8	1	45	4	48	4	49	0.97	Sigma-54 factor, Activator interacting domain (AID)
Sigma54_CBD	PF04963.16	180	sp|P24219|RP54_BACSU	-	436	1.4e-49	168.5	0.9	2	2	3.6e-53	1.4e-49	168.5	0.9	6	180	77	261	74	261	0.95	Sigma-54 factor, core binding domain
Peptidase_S24	PF00717.26	116	tr|A0A0H3NC35|A0A0H3NC35_CLODC	-	226	7.3e-30	103.3	0.1	1	1	3.6e-33	1e-29	102.8	0.1	1	115	104	218	104	219	0.98	Peptidase S24-like
LexA_DNA_bind	PF01726.19	65	tr|A0A0H3NC35|A0A0H3NC35_CLODC	-	226	3.7e-23	81.2	0.0	1	1	2.1e-26	5.8e-23	80.6	0.0	3	65	19	81	17	81	0.99	LexA DNA binding domain
Peptidase_S24	PF00717.26	116	sp|Q8F663|LEXA_LEPIN	-	203	3.3e-31	107.6	0.3	1	1	5e-35	4.9e-31	107.0	0.3	1	116	84	197	84	197	0.98	Peptidase S24-like
LexA_DNA_bind	PF01726.19	65	sp|Q8F663|LEXA_LEPIN	-	203	4.4e-21	74.5	0.0	1	1	7.1e-25	7e-21	73.9	0.0	1	65	1	64	1	64	0.99	LexA DNA binding domain
MerR_1	PF13411.9	69	sp|Q45666|TNRA_BACSU	-	110	3.4e-15	56.0	0.4	1	1	4.6e-19	4.5e-15	55.6	0.4	2	64	15	77	14	82	0.94	MerR HTH family regulatory protein
RHH_1	PF01402.24	39	sp|P13920|COPG_STRAG	-	45	1.3e-09	37.8	0.2	1	1	2.3e-13	1.5e-09	37.6	0.2	1	37	4	40	4	41	0.97	Ribbon-helix-helix protein, copG family
FUR	PF01475.22	121	sp|A5F6G4|FUR_VIBC3	-	150	1.9e-47	160.5	0.7	1	1	1.1e-51	2.2e-47	160.3	0.7	2	121	11	130	10	130	0.99	Ferric uptake regulator family
Response_reg	PF00072.27	112	tr|Q883X4|Q883X4_PSESM	-	230	7.2e-26	90.7	0.0	1	1	1.1e-29	1.1e-25	90.2	0.0	2	112	4	112	3	112	0.98	Response regulator receiver domain
MarR_2	PF12802.10	61	sp|P96440|EXPG_RHIME	-	194	8.5e-11	41.9	0.0	1	1	2.6e-14	1.7e-10	40.9	0.0	2	61	78	135	74	135	0.94	MarR family
Sigma54_DBD	PF04552.16	160	sp|P49988|RP54_PSEAE	-	497	2.1e-70	235.7	0.4	1	1	5e-74	3.3e-70	235.1	0.4	2	160	337	495	336	495	0.99	Sigma-54, DNA binding domain
Sigma54_AID	PF00309.23	46	sp|P49988|RP54_PSEAE	-	497	9.9e-17	60.7	13.7	1	2	1.5e-20	9.9e-17	60.7	13.7	2	45	5	48	4	49	0.96	Sigma-54 factor, Activator interacting domain (AID)
Response_reg	PF00072.27	112	tr|Q0PBF4|Q0PBF4_CAMJE	-	223	1.6e-19	70.3	0.1	1	1	2.7e-23	2.6e-19	69.5	0.1	1	111	3	112	3	113	0.98	Response regulator receiver domain
Trans_reg_C	PF00486.31	77	tr|Q0PBF4|Q0PBF4_CAMJE	-	223	2.3e-20	72.6	0.1	2	2	4.9e-24	4.8e-20	71.6	0.0	1	77	142	217	142	217	0.96	Transcriptional regulatory protein, C terminal
Response_reg	PF00072.27	112	sp|P0CAW8|CTRA_CAUVC	-	231	3.2e-26	91.8	0.3	1	1	5.1e-30	5e-26	91.2	0.3	1	111	3	112	3	113	0.99	Response regulator receiver domain
Trans_reg_C	PF00486.31	77	sp|P0CAW8|CTRA_CAUVC	-	231	2.9e-20	72.3	0.0	1	1	5.4e-24	5.3e-20	71.4	0.0	1	77	145	221	145	221	0.98	Transcriptional regulatory protein, C terminal
Arg_repressor_C	PF02863.21	68	sp|Q9Z8Z1|ARGR_CHLPN	-	147	9.6e-20	70.4	0.1	1	1	1.5e-23	1.5e-19	69.7	0.1	2	56	74	128	73	140	0.91	Arginine repressor, C-terminal domain
Arg_repressor	PF01316.24	70	sp|Q9Z8Z1|ARGR_CHLPN	-	147	3.7e-13	49.2	0.1	1	1	5.8e-17	5.7e-13	48.5	0.1	7	69	8	69	2	70	0.91	Arginine repressor, DNA binding domain
HTH_18	PF12833.10	81	sp|P0CL09|SIRC_SALTY	-	295	4.7e-13	49.3	0.1	1	1	9.9e-17	9.7e-13	48.3	0.1	2	80	215	291	214	292	0.95	Helix-turn-helix domain
HTH_AraC	PF00165.26	42	sp|P0CL09|SIRC_SALTY	-	295	3.6e-09	36.6	4.0	1	3	0.15	1.5e+03	-0.4	0.3	20	29	165	175	161	178	0.80	Bacterial regulatory helix-turn-helix proteins, AraC family
Arc	PF03869.17	50	sp|G3XCY4|AMRZ_PSEAE	-	108	1.7e-28	98.3	0.5	1	2	8.6e-33	1.7e-28	98.3	0.5	1	50	13	62	13	62	0.98	Arc-like DNA binding domain
Arc	PF03869.17	50	sp|G3XCY4|AMRZ_PSEAE	-	108	1.7e-28	98.3	0.5	2	2	0.24	4.7e+03	-2.3	0.0	33	40	79	86	78	91	0.79	Arc-like DNA binding domain
FUR	PF01475.22	121	sp|P0A3E5|FUR_BORPA	-	139	1.3e-46	157.8	0.0	1	1	7.8e-51	1.5e-46	157.6	0.0	2	121	10	129	9	129	0.99	Ferric uptake regulator family
Peptidase_S24	PF00717.26	116	sp|P31080|LEXA_BACSU	-	205	2.7e-35	120.8	0.3	1	1	9.2e-39	3.6e-35	120.4	0.3	1	116	84	198	84	198	0.99	Peptidase S24-like
LexA_DNA_bind	PF01726.19	65	sp|P31080|LEXA_BACSU	-	205	5e-29	100.0	0.1	1	1	1.8e-32	7.3e-29	99.5	0.1	1	65	1	65	1	65	0.99	LexA DNA binding domain
